"site","year","TRT","class","count","clickr","site_year","tier1","tier2","tier3"
"109","2021","RAN","Peyssonnelia",20,"CA","109_2021","calcifying","calcifying.algae","other.calcifying.algae"
"109","2021","RAN","CCA",40,"CA","109_2021","calcifying","calcifying.algae","CCA"
"109","2021","RAN","CCA",25,"CA","109_2021","calcifying","calcifying.algae","CCA"
"109","2021","RAN","CCA",1,"CA","109_2021","calcifying","calcifying.algae","CCA"
"109","2021","RAN","A. acuminata",96,"CA","109_2021","calcifying","hard.coral","A.acuminata"
"109","2021","RAN","M. capitata",2,"CA","109_2021","calcifying","hard.coral","M.capitata"
"109","2021","RAN","P. damicornis",12,"CA","109_2021","calcifying","hard.coral","P.damicornis"
"109","2021","RAN","Sediment",2,"CA","109_2021","nonbiological","nonbiological","nonbiological"
"109","2021","RAN","Corallimorph",8,"CA","109_2021","noncalcifying","Corallimorph","Corallimorph"
"111","2021","REM","Turf",63,"CA","111_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2021","REM","Lobophora",11,"CA","111_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2021","REM","Peyssonnelia",48,"CA","111_2021","calcifying","calcifying.algae","other.calcifying.algae"
"111","2021","REM","CCA",190,"CA","111_2021","calcifying","calcifying.algae","CCA"
"111","2021","REM","Galaxaura",1,"CA","111_2021","calcifying","calcifying.algae","other.calcifying.algae"
"111","2021","REM","P. damicornis",38,"CA","111_2021","calcifying","hard.coral","P.damicornis"
"111","2021","REM","Pocillopora spp.",1,"CA","111_2021","calcifying","hard.coral","other.coral"
"111","2021","REM","Psammocora sp.",1,"CA","111_2021","calcifying","hard.coral","other.coral"
"111","2021","REM","Corallimorph",4,"CA","111_2021","noncalcifying","Corallimorph","Corallimorph"
"113","2021","XSP","Turf",65,"CA","113_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2021","XSP","Turf",5,"CA","113_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2021","XSP","Peyssonnelia",34,"CA","113_2021","calcifying","calcifying.algae","other.calcifying.algae"
"113","2021","XSP","CCA",47,"CA","113_2021","calcifying","calcifying.algae","CCA"
"113","2021","XSP","CCA",9,"CA","113_2021","calcifying","calcifying.algae","CCA"
"113","2021","XSP","Red fleshy macro",7,"CA","113_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2021","XSP","A. acuminata",68,"CA","113_2021","calcifying","hard.coral","A.acuminata"
"113","2021","XSP","M. capitata",2,"CA","113_2021","calcifying","hard.coral","M.capitata"
"113","2021","XSP","P. damicornis",11,"CA","113_2021","calcifying","hard.coral","P.damicornis"
"113","2021","XSP","Corallimorph",2,"CA","113_2021","noncalcifying","Corallimorph","Corallimorph"
"115","2021","BYSP","Turf",87,"CA","115_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2021","BYSP","Lobophora",2,"CA","115_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2021","BYSP","Peyssonnelia",22,"CA","115_2021","calcifying","calcifying.algae","other.calcifying.algae"
"115","2021","BYSP","CCA",54,"CA","115_2021","calcifying","calcifying.algae","CCA"
"115","2021","BYSP","A. acuminata",46,"CA","115_2021","calcifying","hard.coral","A.acuminata"
"115","2021","BYSP","M. capitata",3,"CA","115_2021","calcifying","hard.coral","M.capitata"
"115","2021","BYSP","P. damicornis",24,"CA","115_2021","calcifying","hard.coral","P.damicornis"
"115","2021","BYSP","Sediment",2,"CA","115_2021","nonbiological","nonbiological","nonbiological"
"115","2021","BYSP","Corallimorph",3,"CA","115_2021","noncalcifying","Corallimorph","Corallimorph"
"117","2021","RAN","Turf",35,"CA","117_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2021","RAN","Turf",11,"CA","117_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2021","RAN","Peyssonnelia",39,"CA","117_2021","calcifying","calcifying.algae","other.calcifying.algae"
"117","2021","RAN","CCA",55,"CA","117_2021","calcifying","calcifying.algae","CCA"
"117","2021","RAN","CCA",20,"CA","117_2021","calcifying","calcifying.algae","CCA"
"117","2021","RAN","Red fleshy macro",8,"CA","117_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2021","RAN","A. acuminata",33,"CA","117_2021","calcifying","hard.coral","A.acuminata"
"117","2021","RAN","M. capitata",5,"CA","117_2021","calcifying","hard.coral","M.capitata"
"117","2021","RAN","P. damicornis",13,"CA","117_2021","calcifying","hard.coral","P.damicornis"
"117","2021","RAN","Corallimorph",1,"CA","117_2021","noncalcifying","Corallimorph","Corallimorph"
"121","2021","CON","Turf",89,"CA","121_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2021","CON","Turf",17,"CA","121_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2021","CON","Lobophora",14,"CA","121_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2021","CON","Peyssonnelia",32,"CA","121_2021","calcifying","calcifying.algae","other.calcifying.algae"
"121","2021","CON","CCA",91,"CA","121_2021","calcifying","calcifying.algae","CCA"
"121","2021","CON","CCA",16,"CA","121_2021","calcifying","calcifying.algae","CCA"
"121","2021","CON","Halimeda",3,"CA","121_2021","calcifying","calcifying.algae","other.calcifying.algae"
"121","2021","CON","P. damicornis",18,"CA","121_2021","calcifying","hard.coral","P.damicornis"
"121","2021","CON","Sediment",5,"CA","121_2021","nonbiological","nonbiological","nonbiological"
"121","2021","CON","Corallimorph",1,"CA","121_2021","noncalcifying","Corallimorph","Corallimorph"
"123","2021","XSP","Turf",138,"CA","123_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2021","XSP","Peyssonnelia",9,"CA","123_2021","calcifying","calcifying.algae","other.calcifying.algae"
"123","2021","XSP","CCA",33,"CA","123_2021","calcifying","calcifying.algae","CCA"
"123","2021","XSP","A. acuminata",78,"CA","123_2021","calcifying","hard.coral","A.acuminata"
"123","2021","XSP","Montipora spp.",1,"CA","123_2021","calcifying","hard.coral","other.coral"
"123","2021","XSP","Montipora spp.",3,"CA","123_2021","calcifying","hard.coral","other.coral"
"123","2021","XSP","P. damicornis",1,"CA","123_2021","calcifying","hard.coral","P.damicornis"
"123","2021","XSP","Sediment",9,"CA","123_2021","nonbiological","nonbiological","nonbiological"
"125","2021","CON","Turf",55,"CA","125_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2021","CON","Turf",26,"CA","125_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2021","CON","Lobophora",1,"CA","125_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2021","CON","Peyssonnelia",17,"CA","125_2021","calcifying","calcifying.algae","other.calcifying.algae"
"125","2021","CON","CCA",86,"CA","125_2021","calcifying","calcifying.algae","CCA"
"125","2021","CON","CCA",21,"CA","125_2021","calcifying","calcifying.algae","CCA"
"125","2021","CON","Halimeda",2,"CA","125_2021","calcifying","calcifying.algae","other.calcifying.algae"
"125","2021","CON","P. damicornis",25,"CA","125_2021","calcifying","hard.coral","P.damicornis"
"125","2021","CON","Fungia",2,"CA","125_2021","calcifying","hard.coral","other.coral"
"125","2021","CON","Psammocora sp.",1,"CA","125_2021","calcifying","hard.coral","other.coral"
"125","2021","CON","Sediment",1,"CA","125_2021","nonbiological","nonbiological","nonbiological"
"125","2021","CON","Corallimorph",1,"CA","125_2021","noncalcifying","Corallimorph","Corallimorph"
"127","2021","BYSP","Turf",104,"CA","127_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2021","BYSP","Peyssonnelia",44,"CA","127_2021","calcifying","calcifying.algae","other.calcifying.algae"
"127","2021","BYSP","CCA",85,"CA","127_2021","calcifying","calcifying.algae","CCA"
"127","2021","BYSP","Halimeda",1,"CA","127_2021","calcifying","calcifying.algae","other.calcifying.algae"
"127","2021","BYSP","Galaxaura",1,"CA","127_2021","calcifying","calcifying.algae","other.calcifying.algae"
"127","2021","BYSP","A. acuminata",42,"CA","127_2021","calcifying","hard.coral","A.acuminata"
"127","2021","BYSP","M. capitata",12,"CA","127_2021","calcifying","hard.coral","M.capitata"
"127","2021","BYSP","Montipora spp.",1,"CA","127_2021","calcifying","hard.coral","other.coral"
"127","2021","BYSP","P. damicornis",22,"CA","127_2021","calcifying","hard.coral","P.damicornis"
"127","2021","BYSP","Sediment",1,"CA","127_2021","nonbiological","nonbiological","nonbiological"
"127","2021","BYSP","Corallimorph",11,"CA","127_2021","noncalcifying","Corallimorph","Corallimorph"
"129","2021","REM","Turf",154,"CA","129_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2021","REM","Turf",8,"CA","129_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2021","REM","Lobophora",2,"CA","129_2021","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2021","REM","Peyssonnelia",38,"CA","129_2021","calcifying","calcifying.algae","other.calcifying.algae"
"129","2021","REM","CCA",147,"CA","129_2021","calcifying","calcifying.algae","CCA"
"129","2021","REM","CCA",15,"CA","129_2021","calcifying","calcifying.algae","CCA"
"129","2021","REM","Halimeda",1,"CA","129_2021","calcifying","calcifying.algae","other.calcifying.algae"
"129","2021","REM","P. damicornis",34,"CA","129_2021","calcifying","hard.coral","P.damicornis"
"129","2021","REM","Sediment",1,"CA","129_2021","nonbiological","nonbiological","nonbiological"
"129","2021","REM","Limestone",1,"CA","129_2021","nonbiological","nonbiological","nonbiological"
"129","2021","REM","Corallimorph",4,"CA","129_2021","noncalcifying","Corallimorph","Corallimorph"
"103","2022","RAN","Turf",140,"CA","103_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2022","RAN","Turf",4,"CA","103_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2022","RAN","Lobophora",46,"CA","103_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2022","RAN","Peyssonnelia",11,"CA","103_2022","calcifying","calcifying.algae","other.calcifying.algae"
"103","2022","RAN","CCA",103,"CA","103_2022","calcifying","calcifying.algae","CCA"
"103","2022","RAN","CCA",12,"CA","103_2022","calcifying","calcifying.algae","CCA"
"103","2022","RAN","Halimeda",2,"CA","103_2022","calcifying","calcifying.algae","other.calcifying.algae"
"103","2022","RAN","Caulerpa",3,"CA","103_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2022","RAN","A. acuminata",63,"CA","103_2022","calcifying","hard.coral","A.acuminata"
"103","2022","RAN","M. capitata",1,"CA","103_2022","calcifying","hard.coral","M.capitata"
"103","2022","RAN","M. capitata",4,"CA","103_2022","calcifying","hard.coral","M.capitata"
"103","2022","RAN","P. damicornis",34,"CA","103_2022","calcifying","hard.coral","P.damicornis"
"103","2022","RAN","Sediment",1,"CA","103_2022","nonbiological","nonbiological","nonbiological"
"103","2022","RAN","Corallimorph",3,"CA","103_2022","noncalcifying","Corallimorph","Corallimorph"
"107","2022","XSP","Turf",145,"CA","107_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","2022","XSP","Lobophora",3,"CA","107_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","2022","XSP","Peyssonnelia",6,"CA","107_2022","calcifying","calcifying.algae","other.calcifying.algae"
"107","2022","XSP","CCA",31,"CA","107_2022","calcifying","calcifying.algae","CCA"
"107","2022","XSP","Galaxaura",2,"CA","107_2022","calcifying","calcifying.algae","other.calcifying.algae"
"107","2022","XSP","A. acuminata",87,"CA","107_2022","calcifying","hard.coral","A.acuminata"
"107","2022","XSP","M. capitata",7,"CA","107_2022","calcifying","hard.coral","M.capitata"
"107","2022","XSP","Montipora spp.",1,"CA","107_2022","calcifying","hard.coral","other.coral"
"107","2022","XSP","P. damicornis",10,"CA","107_2022","calcifying","hard.coral","P.damicornis"
"107","2022","XSP","Corallimorph",5,"CA","107_2022","noncalcifying","Corallimorph","Corallimorph"
"109","2022","RAN","Turf",97,"CA","109_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2022","RAN","Peyssonnelia",26,"CA","109_2022","calcifying","calcifying.algae","other.calcifying.algae"
"109","2022","RAN","CCA",76,"CA","109_2022","calcifying","calcifying.algae","CCA"
"109","2022","RAN","A. acuminata",114,"CA","109_2022","calcifying","hard.coral","A.acuminata"
"109","2022","RAN","M. capitata",5,"CA","109_2022","calcifying","hard.coral","M.capitata"
"109","2022","RAN","P. damicornis",11,"CA","109_2022","calcifying","hard.coral","P.damicornis"
"109","2022","RAN","Sediment",2,"CA","109_2022","nonbiological","nonbiological","nonbiological"
"109","2022","RAN","Corallimorph",7,"CA","109_2022","noncalcifying","Corallimorph","Corallimorph"
"111","2022","REM","Turf",41,"CA","111_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2022","REM","Lobophora",9,"CA","111_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2022","REM","Peyssonnelia",47,"CA","111_2022","calcifying","calcifying.algae","other.calcifying.algae"
"111","2022","REM","CCA",193,"CA","111_2022","calcifying","calcifying.algae","CCA"
"111","2022","REM","Halimeda",1,"CA","111_2022","calcifying","calcifying.algae","other.calcifying.algae"
"111","2022","REM","P. damicornis",36,"CA","111_2022","calcifying","hard.coral","P.damicornis"
"111","2022","REM","Corallimorph",8,"CA","111_2022","noncalcifying","Corallimorph","Corallimorph"
"113","2022","XSP","Turf",111,"CA","113_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2022","XSP","Peyssonnelia",34,"CA","113_2022","calcifying","calcifying.algae","other.calcifying.algae"
"113","2022","XSP","CCA",82,"CA","113_2022","calcifying","calcifying.algae","CCA"
"113","2022","XSP","A. acuminata",49,"CA","113_2022","calcifying","hard.coral","A.acuminata"
"113","2022","XSP","M. capitata",2,"CA","113_2022","calcifying","hard.coral","M.capitata"
"113","2022","XSP","P. damicornis",13,"CA","113_2022","calcifying","hard.coral","P.damicornis"
"113","2022","XSP","Psammocora sp.",1,"CA","113_2022","calcifying","hard.coral","other.coral"
"115","2022","BYSP","Turf",111,"CA","115_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2022","BYSP","Lobophora",6,"CA","115_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"115","2022","BYSP","Peyssonnelia",14,"CA","115_2022","calcifying","calcifying.algae","other.calcifying.algae"
"115","2022","BYSP","CCA",57,"CA","115_2022","calcifying","calcifying.algae","CCA"
"115","2022","BYSP","A. acuminata",58,"CA","115_2022","calcifying","hard.coral","A.acuminata"
"115","2022","BYSP","M. capitata",6,"CA","115_2022","calcifying","hard.coral","M.capitata"
"115","2022","BYSP","P. damicornis",10,"CA","115_2022","calcifying","hard.coral","P.damicornis"
"115","2022","BYSP","Sediment",2,"CA","115_2022","nonbiological","nonbiological","nonbiological"
"117","2022","RAN","Turf",66,"CA","117_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"117","2022","RAN","Peyssonnelia",43,"CA","117_2022","calcifying","calcifying.algae","other.calcifying.algae"
"117","2022","RAN","CCA",83,"CA","117_2022","calcifying","calcifying.algae","CCA"
"117","2022","RAN","Galaxaura",1,"CA","117_2022","calcifying","calcifying.algae","other.calcifying.algae"
"117","2022","RAN","A. acuminata",33,"CA","117_2022","calcifying","hard.coral","A.acuminata"
"117","2022","RAN","M. capitata",1,"CA","117_2022","calcifying","hard.coral","M.capitata"
"117","2022","RAN","P. damicornis",15,"CA","117_2022","calcifying","hard.coral","P.damicornis"
"117","2022","RAN","Corallimorph",3,"CA","117_2022","noncalcifying","Corallimorph","Corallimorph"
"119","2022","CON","Turf",118,"CA","119_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2022","CON","Lobophora",26,"CA","119_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"119","2022","CON","Peyssonnelia",24,"CA","119_2022","calcifying","calcifying.algae","other.calcifying.algae"
"119","2022","CON","CCA",128,"CA","119_2022","calcifying","calcifying.algae","CCA"
"119","2022","CON","Halimeda",1,"CA","119_2022","calcifying","calcifying.algae","other.calcifying.algae"
"119","2022","CON","Galaxaura",4,"CA","119_2022","calcifying","calcifying.algae","other.calcifying.algae"
"119","2022","CON","Montipora spp.",1,"CA","119_2022","calcifying","hard.coral","other.coral"
"119","2022","CON","P. damicornis",19,"CA","119_2022","calcifying","hard.coral","P.damicornis"
"119","2022","CON","Pocillopora spp.",4,"CA","119_2022","calcifying","hard.coral","other.coral"
"119","2022","CON","Porites massive",34,"CA","119_2022","calcifying","hard.coral","other.coral"
"119","2022","CON","Sediment",6,"CA","119_2022","nonbiological","nonbiological","nonbiological"
"119","2022","CON","Corallimorph",1,"CA","119_2022","noncalcifying","Corallimorph","Corallimorph"
"121","2022","CON","Turf",134,"CA","121_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2022","CON","Lobophora",21,"CA","121_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"121","2022","CON","Peyssonnelia",13,"CA","121_2022","calcifying","calcifying.algae","other.calcifying.algae"
"121","2022","CON","CCA",99,"CA","121_2022","calcifying","calcifying.algae","CCA"
"121","2022","CON","Halimeda",1,"CA","121_2022","calcifying","calcifying.algae","other.calcifying.algae"
"121","2022","CON","Dictyota",1,"CA","121_2022","calcifying","calcifying.algae","other.calcifying.algae"
"121","2022","CON","P. damicornis",24,"CA","121_2022","calcifying","hard.coral","P.damicornis"
"121","2022","CON","Sediment",1,"CA","121_2022","nonbiological","nonbiological","nonbiological"
"123","2022","XSP","Turf",97,"CA","123_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2022","XSP","Lobophora",5,"CA","123_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"123","2022","XSP","Peyssonnelia",10,"CA","123_2022","calcifying","calcifying.algae","other.calcifying.algae"
"123","2022","XSP","CCA",61,"CA","123_2022","calcifying","calcifying.algae","CCA"
"123","2022","XSP","Galaxaura",1,"CA","123_2022","calcifying","calcifying.algae","other.calcifying.algae"
"123","2022","XSP","A. acuminata",92,"CA","123_2022","calcifying","hard.coral","A.acuminata"
"123","2022","XSP","Montipora spp.",1,"CA","123_2022","calcifying","hard.coral","other.coral"
"123","2022","XSP","Montipora spp.",2,"CA","123_2022","calcifying","hard.coral","other.coral"
"123","2022","XSP","P. damicornis",12,"CA","123_2022","calcifying","hard.coral","P.damicornis"
"123","2022","XSP","Psammocora sp.",1,"CA","123_2022","calcifying","hard.coral","other.coral"
"123","2022","XSP","Sediment",1,"CA","123_2022","nonbiological","nonbiological","nonbiological"
"123","2022","XSP","Corallimorph",2,"CA","123_2022","noncalcifying","Corallimorph","Corallimorph"
"125","2022","CON","Turf",62,"CA","125_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2022","CON","Lobophora",6,"CA","125_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2022","CON","Peyssonnelia",27,"CA","125_2022","calcifying","calcifying.algae","other.calcifying.algae"
"125","2022","CON","CCA",118,"CA","125_2022","calcifying","calcifying.algae","CCA"
"125","2022","CON","Halimeda",2,"CA","125_2022","calcifying","calcifying.algae","other.calcifying.algae"
"125","2022","CON","Caulerpa",3,"CA","125_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"125","2022","CON","P. damicornis",38,"CA","125_2022","calcifying","hard.coral","P.damicornis"
"127","2022","BYSP","Turf",81,"CA","127_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2022","BYSP","Lobophora",3,"CA","127_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"127","2022","BYSP","Peyssonnelia",22,"CA","127_2022","calcifying","calcifying.algae","other.calcifying.algae"
"127","2022","BYSP","CCA",91,"CA","127_2022","calcifying","calcifying.algae","CCA"
"127","2022","BYSP","A. acuminata",50,"CA","127_2022","calcifying","hard.coral","A.acuminata"
"127","2022","BYSP","M. capitata",19,"CA","127_2022","calcifying","hard.coral","M.capitata"
"127","2022","BYSP","P. damicornis",15,"CA","127_2022","calcifying","hard.coral","P.damicornis"
"127","2022","BYSP","Corallimorph",4,"CA","127_2022","noncalcifying","Corallimorph","Corallimorph"
"129","2022","REM","Turf",58,"CA","129_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2022","REM","Lobophora",21,"CA","129_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2022","REM","Peyssonnelia",45,"CA","129_2022","calcifying","calcifying.algae","other.calcifying.algae"
"129","2022","REM","CCA",244,"CA","129_2022","calcifying","calcifying.algae","CCA"
"129","2022","REM","Caulerpa",1,"CA","129_2022","noncalcifying","other.noncalcifying","other.noncalcifying"
"129","2022","REM","Galaxaura",1,"CA","129_2022","calcifying","calcifying.algae","other.calcifying.algae"
"129","2022","REM","P. damicornis",49,"CA","129_2022","calcifying","hard.coral","P.damicornis"
"129","2022","REM","P. superfusa",1,"CA","129_2022","calcifying","hard.coral","other.coral"
"129","2022","REM","Corallimorph",2,"CA","129_2022","noncalcifying","Corallimorph","Corallimorph"
"101","2019","REM","Caulerpa",12,"JC","101_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2019","REM","CCA",168,"JC","101_2019","calcifying","calcifying.algae","CCA"
"101","2019","REM","Corallimorph",6,"JC","101_2019","noncalcifying","Corallimorph","Corallimorph"
"101","2019","REM","Galaxaura",1,"JC","101_2019","calcifying","calcifying.algae","other.calcifying.algae"
"101","2019","REM","Halimeda",1,"JC","101_2019","calcifying","calcifying.algae","other.calcifying.algae"
"101","2019","REM","Lobophora",29,"JC","101_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"101","2019","REM","Montipora spp.",3,"JC","101_2019","calcifying","hard.coral","other.coral"
"101","2019","REM","Peyssonnelia",33,"JC","101_2019","calcifying","calcifying.algae","other.calcifying.algae"
"101","2019","REM","P. damicornis",19,"JC","101_2019","calcifying","hard.coral","P.damicornis"
"101","2019","REM","Turf",146,"JC","101_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2019","RAN","A. acuminata",38,"JC","103_2019","calcifying","hard.coral","A.acuminata"
"103","2019","RAN","Caulerpa",7,"JC","103_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2019","RAN","CCA",89,"JC","103_2019","calcifying","calcifying.algae","CCA"
"103","2019","RAN","CCA",1,"JC","103_2019","calcifying","calcifying.algae","CCA"
"103","2019","RAN","Corallimorph",1,"JC","103_2019","noncalcifying","Corallimorph","Corallimorph"
"103","2019","RAN","Lobophora",18,"JC","103_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"103","2019","RAN","M. capitata",2,"JC","103_2019","calcifying","hard.coral","M.capitata"
"103","2019","RAN","M. capitata",4,"JC","103_2019","calcifying","hard.coral","M.capitata"
"103","2019","RAN","Peyssonnelia",16,"JC","103_2019","calcifying","calcifying.algae","other.calcifying.algae"
"103","2019","RAN","P. damicornis",8,"JC","103_2019","calcifying","hard.coral","P.damicornis"
"103","2019","RAN","Turf",151,"JC","103_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2019","BYSP","A. acuminata",52,"JC","105_2019","calcifying","hard.coral","A.acuminata"
"105","2019","BYSP","Caulerpa",5,"JC","105_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2019","BYSP","CCA",85,"JC","105_2019","calcifying","calcifying.algae","CCA"
"105","2019","BYSP","CCA",10,"JC","105_2019","calcifying","calcifying.algae","CCA"
"105","2019","BYSP","Lobophora",1,"JC","105_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"105","2019","BYSP","M. capitata",11,"JC","105_2019","calcifying","hard.coral","M.capitata"
"105","2019","BYSP","M. capitata",3,"JC","105_2019","calcifying","hard.coral","M.capitata"
"105","2019","BYSP","Peyssonnelia",18,"JC","105_2019","calcifying","calcifying.algae","other.calcifying.algae"
"105","2019","BYSP","P. damicornis",5,"JC","105_2019","calcifying","hard.coral","P.damicornis"
"105","2019","BYSP","Turf",129,"JC","105_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","2019","XSP","A. acuminata",69,"JC","107_2019","calcifying","hard.coral","A.acuminata"
"107","2019","XSP","Caulerpa",1,"JC","107_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","2019","XSP","CCA",84,"JC","107_2019","calcifying","calcifying.algae","CCA"
"107","2019","XSP","CCA",4,"JC","107_2019","calcifying","calcifying.algae","CCA"
"107","2019","XSP","Corallimorph",4,"JC","107_2019","noncalcifying","Corallimorph","Corallimorph"
"107","2019","XSP","Lobophora",9,"JC","107_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"107","2019","XSP","M. capitata",3,"JC","107_2019","calcifying","hard.coral","M.capitata"
"107","2019","XSP","Peyssonnelia",7,"JC","107_2019","calcifying","calcifying.algae","other.calcifying.algae"
"107","2019","XSP","P. damicornis",21,"JC","107_2019","calcifying","hard.coral","P.damicornis"
"107","2019","XSP","Pocillopora spp.",1,"JC","107_2019","calcifying","hard.coral","other.coral"
"107","2019","XSP","Pocillopora spp.",1,"JC","107_2019","calcifying","hard.coral","other.coral"
"107","2019","XSP","Turf",117,"JC","107_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2019","RAN","A. acuminata",53,"JC","109_2019","calcifying","hard.coral","A.acuminata"
"109","2019","RAN","Caulerpa",8,"JC","109_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2019","RAN","CCA",80,"JC","109_2019","calcifying","calcifying.algae","CCA"
"109","2019","RAN","CCA",2,"JC","109_2019","calcifying","calcifying.algae","CCA"
"109","2019","RAN","Corallimorph",1,"JC","109_2019","noncalcifying","Corallimorph","Corallimorph"
"109","2019","RAN","Lobophora",7,"JC","109_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"109","2019","RAN","M. capitata",1,"JC","109_2019","calcifying","hard.coral","M.capitata"
"109","2019","RAN","Peyssonnelia",16,"JC","109_2019","calcifying","calcifying.algae","other.calcifying.algae"
"109","2019","RAN","P. damicornis",7,"JC","109_2019","calcifying","hard.coral","P.damicornis"
"109","2019","RAN","Pocillopora spp.",4,"JC","109_2019","calcifying","hard.coral","other.coral"
"109","2019","RAN","Turf",138,"JC","109_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2019","REM","Caulerpa",1,"JC","111_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2019","REM","CCA",112,"JC","111_2019","calcifying","calcifying.algae","CCA"
"111","2019","REM","CCA",6,"JC","111_2019","calcifying","calcifying.algae","CCA"
"111","2019","REM","Corallimorph",5,"JC","111_2019","noncalcifying","Corallimorph","Corallimorph"
"111","2019","REM","Galaxaura",2,"JC","111_2019","calcifying","calcifying.algae","other.calcifying.algae"
"111","2019","REM","Halimeda",1,"JC","111_2019","calcifying","calcifying.algae","other.calcifying.algae"
"111","2019","REM","Lobophora",44,"JC","111_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"111","2019","REM","Peyssonnelia",29,"JC","111_2019","calcifying","calcifying.algae","other.calcifying.algae"
"111","2019","REM","P. damicornis",3,"JC","111_2019","calcifying","hard.coral","P.damicornis"
"111","2019","REM","Turf",79,"JC","111_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2019","XSP","A. acuminata",36,"JC","113_2019","calcifying","hard.coral","A.acuminata"
"113","2019","XSP","Caulerpa",6,"JC","113_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
"113","2019","XSP","CCA",117,"JC","113_2019","calcifying","calcifying.algae","CCA"
"113","2019","XSP","CCA",1,"JC","113_2019","calcifying","calcifying.algae","CCA"
"113","2019","XSP","CCA",5,"JC","113_2019","calcifying","calcifying.algae","CCA"
"113","2019","XSP","Galaxaura",1,"JC","113_2019","calcifying","calcifying.algae","other.calcifying.algae"
"113","2019","XSP","Lobophora",5,"JC","113_2019","noncalcifying","other.noncalcifying","other.noncalcifying"
